"","NAME","COLOR","SEX","DISTANCE_MILES","SPEED_YPM","TYPE"
"2554","Latka Loft","complex","unknown","398",837,"YOUNG BIRD"
"2555","Leon Freeman","complex","hen","426",709,"YOUNG BIRD"
"2556","AIRBABY LOFT","blue bar","hen","481",706,"YOUNG BIRD"
"2557","JEFF SCHAFFE","blue bar","hen","458",658,"YOUNG BIRD"
"2558","JEFF SCHAFFE","complex","hen","2",653,"YOUNG BIRD"
"2559","AIRBABY LOFT","complex","hen","2",653,"YOUNG BIRD"
"2560","SPIRIT LOFT","dark check","cock","408",652,"YOUNG BIRD"
"2561","Eric Smeal l","black","hen","404",649,"YOUNG BIRD"
"2562","D&D LOFT","complex","hen","474",647,"YOUNG BIRD"
"2563","Jim Egr","blue bar","hen","397",644,"YOUNG BIRD"
"2564","Nancy Jackso","red check","cock","408",640,"YOUNG BIRD"
"2565","Wild Women","complex","cock","357",635,"YOUNG BIRD"
"2566","Marvin Powel","complex","hen","425",634,"YOUNG BIRD"
"2567","Eric Smeal l","blue check","cock","2",634,"YOUNG BIRD"
"2568","QUENTIN ELLE","dark check","cock","495",633,"YOUNG BIRD"
"2569","Bob Jackson","blue check","cock","408",626,"YOUNG BIRD"
"2570","Larry Bender","blue bar","cock","417",624,"YOUNG BIRD"
"2571","Jim Egr","complex","cock","2",618,"YOUNG BIRD"
"2572","QUENTIN ELLE","complex","hen","2",607,"YOUNG BIRD"
"2573","Jim Egr","grizzled","hen","3",599,"YOUNG BIRD"
"2574","Rinne Loft","complex","unknown","358",597,"YOUNG BIRD"
"2575","Latka Loft","blue check","cock","2",592,"YOUNG BIRD"
"2576","Cephas Loft","complex","hen","422",591,"YOUNG BIRD"
"2577","SPIRIT LOFT","blue bar","cock","2",591,"YOUNG BIRD"
"2578","John Smeal","complex","cock","421",585,"YOUNG BIRD"
"2579","Marvin Powel","complex","hen","2",584,"YOUNG BIRD"
"2580","Ben Thompson","complex","hen","425",584,"YOUNG BIRD"
"2581","Larry Bender","blue bar","hen","2",583,"YOUNG BIRD"
"2582","Marvin Powel","complex","unknown","3",579,"YOUNG BIRD"
"2583","Latka Loft","blue bar","hen","3",574,"YOUNG BIRD"
"2584","Nancy Jackso","blue bar","hen","2",564,"YOUNG BIRD"
"2585","Nancy Jackso","blue bar","cock","3",564,"YOUNG BIRD"
"2586","Eric Smeal l","blue bar","hen","3",560,"YOUNG BIRD"
"2587","CAMERON POLL","complex","cock","464",559,"YOUNG BIRD"
"2588","Marvin Powel","complex","cock","4",559,"YOUNG BIRD"
"2589","Eric Smeal l","blue bar","hen","4",558,"YOUNG BIRD"
"2590","SPIRIT LOFT","complex","cock","3",550,"YOUNG BIRD"
"2591","Larry Bender","blue bar","cock","3",542,"YOUNG BIRD"
"2592","Larry Bender","blue check","cock","4",527,"YOUNG BIRD"
"2593","AIRBABY LOFT","unknown","cock","3",524,"YOUNG BIRD"
"2594","John Smeal","blue bar","hen","2",523,"YOUNG BIRD"
"2595","John Smeal","complex","cock","3",520,"YOUNG BIRD"
"2596","Tim Behm","complex","cock","419",518,"YOUNG BIRD"
"2597","Jim Egr","blue check","hen","4",512,"YOUNG BIRD"
"2598","G&D KUGLER","blue bar","hen","399",510,"YOUNG BIRD"
"2599","Latka Loft","dark check","cock","4",500,"YOUNG BIRD"
"2600","FLYNHME","complex","cock","358",497,"YOUNG BIRD"
"2601","Wild Women","complex","cock","2",487,"YOUNG BIRD"
"2602","Engel Joel","blue check","hen","402",485,"YOUNG BIRD"
"2603","Jim Egr","blue bar","cock","5",484,"YOUNG BIRD"
"2604","SLACK LOFT","blue bar","cock","368",483,"YOUNG BIRD"
"2605","Rinne Loft","complex","cock","2",476,"YOUNG BIRD"
"2606","Cephas Loft  1","complex","hen","2",472,"YOUNG BIRD"
"2607","John Smeal","slate","cock","4",467,"YOUNG BIRD"
"2608","Bob Jackson","blue check","hen","2",461,"YOUNG BIRD"
"2609","Eric Smeal l","blue check","hen","5",459,"YOUNG BIRD"
"2610","John Smeal","complex","hen","5",458,"YOUNG BIRD"
"2611","Cephas Loft","complex","cock","3",455,"YOUNG BIRD"
"2612","Eric Smeal l","blue bar","hen","6",436,"YOUNG BIRD"
"2613","SemperFi Lof 3","blue check","cock","395",435,"YOUNG BIRD"
"2614","Eric Smeal l","white","hen","7",430,"YOUNG BIRD"
"2615","Hawkeye Raci","complex","cock","357",429,"YOUNG BIRD"
"2616","John Smeal","blue bar","cock","6",427,"YOUNG BIRD"
"2617","Rinne Loft","complex","hen","3",424,"YOUNG BIRD"
"2618","Bob Jackson","blue check","hen","3",423,"YOUNG BIRD"
"2619","Rinne Loft","complex","cock","4",421,"YOUNG BIRD"
"2620","John Smeal","red check","cock","7",419,"YOUNG BIRD"
"2621","Cephas Loft","complex","cock","4",419,"YOUNG BIRD"
"2622","SemperFi Lof","complex","cock","2",417,"YOUNG BIRD"
"2623","Eric Smeal l","blue bar","hen","8",413,"YOUNG BIRD"
"2624","Rinne Loft","complex","hen","5",405,"YOUNG BIRD"
"2625","Eric Smeal l","red check","hen","9",396,"YOUNG BIRD"
"2626","SemperFi Lof","red check","cock","3",392,"YOUNG BIRD"
"2627","Ben Thompson","complex","hen","2",391,"YOUNG BIRD"
"2628","Wild Women","complex","cock","3",385,"YOUNG BIRD"
"2629","John Smeal","dark check","cock","8",384,"YOUNG BIRD"
"2630","Rinne Loft","complex","hen","6",381,"YOUNG BIRD"
"2631","Eric Smeal l","dark check","cock","10",369,"YOUNG BIRD"
"2632","John Smeal","complex","hen","9",366,"YOUNG BIRD"
"2633","Eric Smeal l","blue check","hen","11",362,"YOUNG BIRD"
"2634","Eric Smeal l","blue bar","cock","12",359,"YOUNG BIRD"
"2635","Hawkeye Raci","complex","cock","2",358,"YOUNG BIRD"
"2636","Larry Bender","blue check","hen","5",358,"YOUNG BIRD"
"2637","Wild Women","blue bar","hen","4",358,"YOUNG BIRD"
"2638","Eric Smeal l","red check","cock","13",353,"YOUNG BIRD"
"2639","Eric Smeal l","blue bar","hen","14",349,"YOUNG BIRD"
"2640","Rinne Loft","complex","cock","7",346,"YOUNG BIRD"
"2641","Leon Freeman","red check","cock","2",344,"YOUNG BIRD"
"2642","Engel Joel","blue check","hen","2",343,"YOUNG BIRD"
"2643","Larry Bender","blue check","cock","6",341,"YOUNG BIRD"
"2644","Eric Smeal l","blue check","hen","15",341,"YOUNG BIRD"
"2645","Eric Smeal l","blue check","hen","16",338,"YOUNG BIRD"
"2646","Eric Smeal l","blue bar","hen","17",337,"YOUNG BIRD"
"2647","John Smeal","complex","cock","10",333,"YOUNG BIRD"
"2648","John Smeal","complex","cock","11",331,"YOUNG BIRD"
"2649","Jamie Gastin","complex","cock","430",330,"YOUNG BIRD"
"2650","Eric Smeal l","blue check","hen","18",330,"YOUNG BIRD"
"2651","Engel Joel","blue check","cock","3",323,"YOUNG BIRD"
"2652","Cephas Loft","complex","hen","5",316,"YOUNG BIRD"
"2653","Jim Egr","blue check","hen","6",314,"YOUNG BIRD"
"2654","Cephas Loft","complex","cock","6",312,"YOUNG BIRD"
"2655","Eric Smeal l","blue bar","cock","19",311,"YOUNG BIRD"
"2656","Larry Bender","slate","hen","7",301,"YOUNG BIRD"
"2657","Jim Egr","blue check","cock","7",299,"YOUNG BIRD"
"2658","FLYNHME","complex","cock","2",296,"YOUNG BIRD"
"2659","engel Joel   4","blue check","cock","200",431,"YOUNG BIRD"
"2660","CARTER MAYOT","unknown","hen","405",1393,"YOUNG BIRD"
"2661","D&D LOFT","complex","cock","474",1387,"YOUNG BIRD"
"2662","Larry Bender","blue bar","cock","417",1304,"YOUNG BIRD"
"2663","Eric Smeal l","blue bar","hen","404",1299,"YOUNG BIRD"
"2664","Engel Joel","blue check","hen","2",1294,"YOUNG BIRD"
"2665","Tim Behm","complex","cock","419",1224,"YOUNG BIRD"
"2666","Tim Behm","complex","cock","2",1207,"YOUNG BIRD"
"2667","Hawkeye Raci","complex","hen","357",1137,"YOUNG BIRD"
"2668","FLYNHME","unknown","cock","358",1085,"YOUNG BIRD"
"2669","Larry Bender","blue bar","cock","2",942,"YOUNG BIRD"
"2670","Eric Smeal l","red check","cock","2",920,"YOUNG BIRD"
"2671","Engel Joel","blue check","cock","3",920,"YOUNG BIRD"
"2672","Eric Smeal l","blue bar","cock","3",899,"YOUNG BIRD"
"2673","Marvin Powel","complex","hen","425",888,"YOUNG BIRD"
"2674","Marvin Powel","complex","hen","2",888,"YOUNG BIRD"
"2675","Marvin Powel","complex","hen","3",888,"YOUNG BIRD"
"2676","Cephas Loft","complex","hen","422",888,"YOUNG BIRD"
"2677","Cephas Loft","blue bar","hen","2",888,"YOUNG BIRD"
"2678","Engel Joel","blue bar","cock","4",884,"YOUNG BIRD"
"2679","D&D LOFT","complex","hen","2",872,"YOUNG BIRD"
"2680","QUENTIN ELLE","complex","hen","495",870,"YOUNG BIRD"
"2681","Eric Smeal l","blue bar","hen","4",867,"YOUNG BIRD"
"2682","Eric Smeal l","blue bar","cock","5",863,"YOUNG BIRD"
"2683","Eric Smeal l","blue check","hen","6",857,"YOUNG BIRD"
"2684","Jamie Gastin","complex","hen","430",854,"YOUNG BIRD"
"2685","Larry Bender","blue check","cock","3",844,"YOUNG BIRD"
"2686","Eric Smeal l","red check","cock","7",836,"YOUNG BIRD"
"2687","Jim Egr","grizzled","cock","397",819,"YOUNG BIRD"
"2688","QUENTIN ELLE","complex","hen","2",818,"YOUNG BIRD"
"2689","Wild Women","blue bar","hen","357",804,"YOUNG BIRD"
"2690","Hawkeye Raci","complex","cock","2",804,"YOUNG BIRD"
"2691","QUENTIN ELLE","complex","cock","3",803,"YOUNG BIRD"
"2692","Fortner Loft","complex","hen","375",801,"YOUNG BIRD"
"2693","John Smeal","complex","hen","421",800,"YOUNG BIRD"
"2694","D&D LOFT","complex","cock","3",796,"YOUNG BIRD"
"2695","QUENTIN ELLE","complex","hen","4",791,"YOUNG BIRD"
"2696","John Smeal","blue bar","cock","2",786,"YOUNG BIRD"
"2697","G&D KUGLER","blue bar","cock","399",784,"YOUNG BIRD"
"2698","John Smeal","complex","cock","3",783,"YOUNG BIRD"
"2699","Engel Joel","red bar","cock","5",782,"YOUNG BIRD"
"2700","CAMERON POLL","dark check","cock","464",780,"YOUNG BIRD"
"2701","QUENTIN ELLE","dark check","hen","5",769,"YOUNG BIRD"
"2702","Cephas Loft","complex","cock","3",769,"YOUNG BIRD"
"2703","Engel Joel","blue check","hen","6",767,"YOUNG BIRD"
"2704","JEFF SCHAFFE","complex","hen","458",765,"YOUNG BIRD"
"2705","John Smeal","complex","cock","4",765,"YOUNG BIRD"
"2706","ALEC SCHAFFE","blue bar","cock","458",763,"YOUNG BIRD"
"2707","Eric Smeal l","blue bar","cock","8",762,"YOUNG BIRD"
"2708","DAVE LYNNETT","blue bar","hen","481",760,"YOUNG BIRD"
"2709","Wild Women","complex","cock","2",759,"YOUNG BIRD"
"2710","DAVE LYNNETT","complex","hen","2",758,"YOUNG BIRD"
"2711","G&D KUGLER","blue bar","hen","2",757,"YOUNG BIRD"
"2712","Jamie Gastin","complex","hen","2",756,"YOUNG BIRD"
"2713","John Smeal","complex","hen","5",756,"YOUNG BIRD"
"2714","John Smeal","blue bar","cock","6",756,"YOUNG BIRD"
"2715","Heavens High","blue bar","cock","496",752,"YOUNG BIRD"
"2716","Rinne Loft","unknown","cock","358",752,"YOUNG BIRD"
"2717","Engel Joel","grizzled","cock","7",750,"YOUNG BIRD"
"2718","FLYNHME","blue check","cock","2",746,"YOUNG BIRD"
"2719","QUENTIN ELLE","dark check","cock","6",744,"YOUNG BIRD"
"2720","FLYNHME","complex","cock","3",743,"YOUNG BIRD"
"2721","John Smeal","black","cock","7",741,"YOUNG BIRD"
"2722","D&D LOFT","complex","hen","4",740,"YOUNG BIRD"
"2723","Eric Smeal l","blue check","hen","9",739,"YOUNG BIRD"
"2724","Eric Smeal l","blue check","cock","10",735,"YOUNG BIRD"
"2725","Eric Smeal l","blue bar","cock","11",735,"YOUNG BIRD"
"2726","Eric Smeal l","complex","unknown","12",734,"YOUNG BIRD"
"2727","SLACK LOFT","blue bar","hen","368",727,"YOUNG BIRD"
"2728","Eric Smeal l","blue bar","hen","13",715,"YOUNG BIRD"
"2729","CAMERON POLL","blue check","hen","2",713,"YOUNG BIRD"
"2730","CAMERON POLL","complex","hen","3",713,"YOUNG BIRD"
"2731","Eric Smeal l","blue bar","cock","14",713,"YOUNG BIRD"
"2732","D&D LOFT","complex","cock","5",711,"YOUNG BIRD"
"2733","Eric Smeal l","black","hen","15",707,"YOUNG BIRD"
"2734","DAVE LYNNETT","blue bar","hen","3",707,"YOUNG BIRD"
"2735","JEFF SCHAFFE","unknown","hen","2",700,"YOUNG BIRD"
"2736","Eric Smeal l","blue check","hen","16",700,"YOUNG BIRD"
"2737","Engel Joel","red check","hen","8",694,"YOUNG BIRD"
"2738","Engel Joel","blue bar","cock","9",694,"YOUNG BIRD"
"2739","Fortner Loft","blue bar","hen","2",693,"YOUNG BIRD"
"2740","John Smeal","dark check","cock","8",693,"YOUNG BIRD"
"2741","John Smeal","blue bar","cock","9",691,"YOUNG BIRD"
"2742","FLYNHME","complex","cock","4",691,"YOUNG BIRD"
"2743","Engel Joel","blue check","hen","10",687,"YOUNG BIRD"
"2744","John Smeal","complex","cock","10",685,"YOUNG BIRD"
"2745","Hawkeye Raci","complex","cock","3",685,"YOUNG BIRD"
"2746","John Smeal","black","hen","11",684,"YOUNG BIRD"
"2747","Eric Smeal l","blue check","cock","17",683,"YOUNG BIRD"
"2748","Eric Smeal l","blue bar","hen","18",683,"YOUNG BIRD"
"2749","Eric Smeal l","blue bar","cock","19",683,"YOUNG BIRD"
"2750","Eric Smeal l","blue bar","hen","20",683,"YOUNG BIRD"
"2751","G&D KUGLER","blue bar","cock","3",683,"YOUNG BIRD"
"2752","Eric Smeal l","blue bar","hen","21",681,"YOUNG BIRD"
"2753","DAVE LYNNETT","complex","hen","4",679,"YOUNG BIRD"
"2754","Eric Smeal l","blue bar","cock","22",675,"YOUNG BIRD"
"2755","Eric Smeal l","blue bar","cock","23",674,"YOUNG BIRD"
"2756","ALEC SCHAFFE","complex","cock","2",671,"YOUNG BIRD"
"2757","Eric Smeal l","blue check","cock","24",671,"YOUNG BIRD"
"2758","CARTER MAYOT","blue bar","hen","2",669,"YOUNG BIRD"
"2759","JEFF SCHAFFE","red check","hen","3",658,"YOUNG BIRD"
"2760","QUENTIN ELLE","complex","cock","7",655,"YOUNG BIRD"
"2761","FLYNHME","red check","cock","5",652,"YOUNG BIRD"
"2762","Engel Joel","blue check","hen","11",644,"YOUNG BIRD"
"2763","Eric Smeal l","blue bar","cock","25",639,"YOUNG BIRD"
"2764","Jamie Gastin","blue bar","cock","3",638,"YOUNG BIRD"
"2765","Marvin Powel","complex","hen","4",637,"YOUNG BIRD"
"2766","Jamie Gastin","complex","hen","4",636,"YOUNG BIRD"
"2767","ALEC SCHAFFE","blue check","cock","3",636,"YOUNG BIRD"
"2768","QUENTIN ELLE","complex","hen","8",633,"YOUNG BIRD"
"2769","G&D KUGLER","blue bar","cock","4",632,"YOUNG BIRD"
"2770","Gordy Gosnel","complex","hen","401",632,"YOUNG BIRD"
"2771","G&D KUGLER","dark check","cock","5",622,"YOUNG BIRD"
"2772","Tim Behm","complex","hen","3",620,"YOUNG BIRD"
"2773","FLYNHME","red check","hen","6",619,"YOUNG BIRD"
"2774","Fortner Loft","complex","cock","3",617,"YOUNG BIRD"
"2775","Fortner Loft","unknown","cock","4",606,"YOUNG BIRD"
"2776","Tim Behm","complex","hen","4",601,"YOUNG BIRD"
"2777","G&D KUGLER","blue bar","cock","6",598,"YOUNG BIRD"
"2778","Jamie Gastin","blue check","hen","5",593,"YOUNG BIRD"
"2779","SLACK LOFT","dark check","cock","2",592,"YOUNG BIRD"
"2780","Marvin Powel","complex","hen","5",589,"YOUNG BIRD"
"2781","Fortner Loft","blue bar","cock","5",578,"YOUNG BIRD"
"2782","Linda","blue bar","hen","357",578,"YOUNG BIRD"
"2783","CARTER MAYOT","blue bar","cock","3",563,"YOUNG BIRD"
"2784","Tim Behm","complex","hen","5",556,"YOUNG BIRD"
"2785","Cephas Loft","complex","hen","4",553,"YOUNG BIRD"
"2786","Marvin Powel","complex","cock","6",548,"YOUNG BIRD"
"2787","G&D KUGLER","blue check","hen","7",547,"YOUNG BIRD"
"2788","CARTER MAYOT","unknown","cock","4",542,"YOUNG BIRD"
"2789","Gordy Gosnel","complex","hen","2",540,"YOUNG BIRD"
"2790","Marvin Powel","complex","cock","7",539,"YOUNG BIRD"
"2791","Wild Women","blue check","cock","3",531,"YOUNG BIRD"
"2792","Hawkeye Raci","grizzled","hen","4",517,"YOUNG BIRD"
"2793","G&D KUGLER","dark check","cock","8",508,"YOUNG BIRD"
"2794","SLACK LOFT","blue bar","cock","3",507,"YOUNG BIRD"
"2795","Leon Freeman","dark check","hen","426",505,"YOUNG BIRD"
"2796","WREDE LOFT","complex","cock","412",504,"YOUNG BIRD"
"2797","Leon Freeman","complex","cock","2",495,"YOUNG BIRD"
"2798","Marvin Powel","complex","cock","8",472,"YOUNG BIRD"
"2799","jim Egr     ","grizzled","cock","87",528.1,"YOUNG BIRD"
"2800","Larry Bender","blue bar","hen","608",1462,"YOUNG BIRD"
"2801","Nancy Jackso","blue bar","hen","596",1434,"YOUNG BIRD"
"2802","Bob Jackson","blue check","cock","596",1430,"YOUNG BIRD"
"2803","Larry Bender","blue bar","cock","2",1423,"YOUNG BIRD"
"2804","Bob Jackson","blue check","cock","2",1405,"YOUNG BIRD"
"2805","Nancy Jackso","blue bar","hen","2",1348,"YOUNG BIRD"
"2806","G&D KUGLER","blue bar","cock","586",1343,"YOUNG BIRD"
"2807","Eric Smeal l","black","hen","593",1324,"YOUNG BIRD"
"2808","Wild Women","blue bar","hen","546",1317,"YOUNG BIRD"
"2809","Bob Jackson","blue check","hen","3",1316,"YOUNG BIRD"
"2810","Rinne Loft","blue bar","cock","547",1302,"YOUNG BIRD"
"2811","Rinne Loft","blue check","cock","2",1252,"YOUNG BIRD"
"2812","AIRBABY LOFT","complex","cock","670",1194,"YOUNG BIRD"
"2813","Marvin Powel","complex","hen","605",1179,"YOUNG BIRD"
"2814","D&D LOFT","complex","hen","663",1094,"YOUNG BIRD"
"2815","D&D LOFT","complex","cock","2",1093,"YOUNG BIRD"
"2816","Larry Bender","blue check","cock","3",1086,"YOUNG BIRD"
"2817","Engel Joel","red check","cock","592",1077,"YOUNG BIRD"
"2818","Larry Bender","blue bar","cock","4",1044,"YOUNG BIRD"
"2819","QUENTIN ELLE","complex","hen","683",1035,"YOUNG BIRD"
"2820","DAVE LYNNETT","complex","hen","670",1032,"YOUNG BIRD"
"2821","SPIRIT LOFT","blue check","hen","596",1017,"YOUNG BIRD"
"2822","Engel Joel","blue check","cock","2",1010,"YOUNG BIRD"
"2823","SPIRIT LOFT","blue check","hen","2",1009,"YOUNG BIRD"
"2824","Engel Joel","blue bar","cock","3",1002,"YOUNG BIRD"
"2825","AIRBABY LOFT","blue bar","hen","2",1002,"YOUNG BIRD"
"2826","G&D KUGLER","blue bar","cock","2",990,"YOUNG BIRD"
"2827","G&D KUGLER","blue check","hen","3",974,"YOUNG BIRD"
"2828","WREDE LOFT","blue check","cock","601",967,"YOUNG BIRD"
"2829","QUENTIN ELLE","complex","cock","2",940,"YOUNG BIRD"
"2830","JEFF SCHAFFE","complex","hen","648",938,"YOUNG BIRD"
"2831","Rinne Loft","blue check","cock","3",935,"YOUNG BIRD"
"2832","G&D KUGLER","blue bar","cock","4",934,"YOUNG BIRD"
"2833","Eric Smeal l","blue check","hen","2",922,"YOUNG BIRD"
"2834","SPIRIT LOFT","blue check","hen","3",918,"YOUNG BIRD"
"2835","JEFF SCHAFFE","red check","hen","2",915,"YOUNG BIRD"
"2836","Larry Bender","complex","cock","5",909,"YOUNG BIRD"
"2837","G&D KUGLER","blue bar","cock","5",908,"YOUNG BIRD"
"2838","SPIRIT LOFT","blue check","hen","4",899,"YOUNG BIRD"
"2839","Marvin Powel","complex","hen","2",883,"YOUNG BIRD"
"2840","John Smeal","blue bar","hen","610",877,"YOUNG BIRD"
"2841","SLACK LOFT","blue bar","cock","555",862,"YOUNG BIRD"
"2842","Marvin Powel","complex","hen","3",848,"YOUNG BIRD"
"2843","Jamie Gastin","blue bar","cock","610",843,"YOUNG BIRD"
"2844","Marvin Powel","complex","cock","4",833,"YOUNG BIRD"
"2845","Rinne Loft","dark check","cock","4",822,"YOUNG BIRD"
"2846","Leon Freeman","complex","hen","607",821,"YOUNG BIRD"
"2847","Marvin Powel","complex","hen","5",803,"YOUNG BIRD"
"2848","Tim Behm","complex","cock","599",788,"YOUNG BIRD"
"2849","Marvin Powel","red check","cock","6",788,"YOUNG BIRD"
"2850","Eric Smeal l","blue check","cock","3",780,"YOUNG BIRD"
"2851","John Smeal","blue bar","cock","2",777,"YOUNG BIRD"
"2852","Rinne Loft","blue check","cock","5",766,"YOUNG BIRD"
"2853","Engel Joel","blue check","hen","4",765,"YOUNG BIRD"
"2854","DAVE LYNNETT","complex","cock","2",762,"YOUNG BIRD"
"2855","Marvin Powel","complex","cock","7",729,"YOUNG BIRD"
"2856","WREDE LOFT","complex","cock","2",700,"YOUNG BIRD"
"2857","FLYNHME","blue check","cock","548",695,"YOUNG BIRD"
"2858","Eric Smeal l","blue bar","cock","4",681,"YOUNG BIRD"
"2859","George Bogat","blue bar","hen","582",656,"YOUNG BIRD"
"2860","FLYNHME","complex","cock","2",648,"YOUNG BIRD"
"2861","Eric Smeal l","blue check","hen","5",639,"YOUNG BIRD"
"2862","Rinne Loft","dark check","cock","6",558,"YOUNG BIRD"
"2863","Rinne Loft","blue check","cock","7",557,"YOUNG BIRD"
"2864","wild Women  ","blue check","hen","87",183.6,"YOUNG BIRD"
"2865","QUENTIN ELLE","dark check","hen","624",1020.6,"YOUNG BIRD"
"2866","G&D KUGLER","blue bar","cock","527",1003,"YOUNG BIRD"
"2867","Jamie Gastin","complex","hen","558",1001.3,"YOUNG BIRD"
"2868","Rinne Loft","complex","cock","488",984.2,"YOUNG BIRD"
"2869","D&D LOFT","dark check","cock","604",969.2,"YOUNG BIRD"
"2870","G&D KUGLER","blue bar","cock","2",968.7,"YOUNG BIRD"
"2871","JIM GREELIS","red check","cock","529",942.3,"YOUNG BIRD"
"2872","Nancy Jackso","black","hen","537",916,"YOUNG BIRD"
"2873","Bob Jackson","complex","cock","537",915.6,"YOUNG BIRD"
"2874","Nancy Jackso","blue bar","hen","2",914.2,"YOUNG BIRD"
"2875","D&D LOFT","complex","hen","2",905.8,"YOUNG BIRD"
"2876","Larry Bender","blue bar","hen","550",903.2,"YOUNG BIRD"
"2877","Larry Bender","red check","cock","2",892.7,"YOUNG BIRD"
"2878","CARTER MAYOT","unknown","hen","534",882.3,"YOUNG BIRD"
"2879","Marvin Powel","complex","hen","553",874.4,"YOUNG BIRD"
"2880","Larry Bender","blue bar","cock","3",870.1,"YOUNG BIRD"
"2881","SemperFi Lof","blue check","cock","523",866.2,"YOUNG BIRD"
"2882","JIM GREELIS","blue check","hen","2",864.7,"YOUNG BIRD"
"2883","D&D LOFT","complex","cock","3",863.7,"YOUNG BIRD"
"2884","Latka Loft","dark check","cock","526",860.3,"YOUNG BIRD"
"2885","John Smeal","grizzled","cock","552",859.4,"YOUNG BIRD"
"2886","D&D LOFT","complex","hen","4",857.4,"YOUNG BIRD"
"2887","Wild Women","complex","cock","2",853.4,"YOUNG BIRD"
"2888","Rinne Loft","complex","hen","2",852.4,"YOUNG BIRD"
"2889","Eric Smeal l","black","hen","534",850.2,"YOUNG BIRD"
"2890","Latka Loft","dark check","hen","2",843.7,"YOUNG BIRD"
"2891","Eric Smeal l 3","blue bar","hen","2",841.9,"YOUNG BIRD"
"2892","JEFF SCHAFFE","unknown","hen","589",841.4,"YOUNG BIRD"
"2893","AIRBABY LOFT","complex","cock","611",840.2,"YOUNG BIRD"
"2894","QUENTIN ELLE","complex","cock","2",838.3,"YOUNG BIRD"
"2895","D&D LOFT","complex","cock","5",833.2,"YOUNG BIRD"
"2896","D&D LOFT","complex","hen","6",831.1,"YOUNG BIRD"
"2897","John Smeal","blue bar","hen","2",824.8,"YOUNG BIRD"
"2898","SemperFi Lof","red check","cock","2",824.4,"YOUNG BIRD"
"2899","SPIRIT LOFT","blue bar","cock","537",824.2,"YOUNG BIRD"
"2900","Rinne Loft","complex","hen","3",820.6,"YOUNG BIRD"
"2901","Eric Smeal l","red check","cock","3",818.6,"YOUNG BIRD"
"2902","Bob Caudillo","complex","hen","553",817.7,"YOUNG BIRD"
"2903","Jamie Gastin","complex","hen","2",813.9,"YOUNG BIRD"
"2904","Engel Joel","blue check","hen","534",810.1,"YOUNG BIRD"
"2905","George Bogat","blue bar","hen","523",808.6,"YOUNG BIRD"
"2906","Leon Freeman","complex","hen","554",805.7,"YOUNG BIRD"
"2907","Nancy Jackso","red check","cock","3",805.6,"YOUNG BIRD"
"2908","Bob Jackson","blue check","hen","2",804.7,"YOUNG BIRD"
"2909","Larry Bender","blue check","cock","4",804.6,"YOUNG BIRD"
"2910","Tim Behm","complex","hen","547",804.5,"YOUNG BIRD"
"2911","Bob Jackson","blue check","cock","3",804.1,"YOUNG BIRD"
"2912","Bob Jackson","blue check","hen","4",803.8,"YOUNG BIRD"
"2913","Bob Jackson","blue check","cock","5",803.2,"YOUNG BIRD"
"2914","D&D LOFT","complex","hen","7",801.8,"YOUNG BIRD"
"2915","Marvin Powel 4","complex","unknown","3",788.3,"YOUNG BIRD"
"2916","Cephas Loft","complex","cock","551",783.1,"YOUNG BIRD"
"2917","Jim Egr","complex","cock","529",782.6,"YOUNG BIRD"
"2918","JEFF SCHAFFE","complex","hen","2",782.4,"YOUNG BIRD"
"2919","Engel Joel","blue bar","cock","2",781.3,"YOUNG BIRD"
"2920","John Smeal","black","cock","3",781.1,"YOUNG BIRD"
"2921","SLACK LOFT","red check","cock","500",781.1,"YOUNG BIRD"
"2922","JEFF SCHAFFE","complex","hen","3",781,"YOUNG BIRD"
"2923","Eric Smeal l","blue bar","hen","4",773.3,"YOUNG BIRD"
"2924","D&D LOFT","complex","hen","10",773.2,"YOUNG BIRD"
"2925","Eric Smeal l","blue bar","hen","5",770.8,"YOUNG BIRD"
"2926","Wild Women","complex","cock","3",768.5,"YOUNG BIRD"
"2927","SLACK LOFT","blue check","cock","2",765,"YOUNG BIRD"
"2928","Latka Loft","blue check","cock","3",762.2,"YOUNG BIRD"
"2929","JEFF SCHAFFE","red check","hen","4",761.2,"YOUNG BIRD"
"2930","Eric Smeal l","blue bar","hen","6",760.1,"YOUNG BIRD"
"2931","Engel Joel","blue check","hen","3",757.5,"YOUNG BIRD"
"2932","Engel Joel","blue check","cock","4",757.3,"YOUNG BIRD"
"2933","Leon Freeman","complex","hen","2",757.2,"YOUNG BIRD"
"2934","Jamie Gastin","complex","cock","3",753.9,"YOUNG BIRD"
"2935","Latka Loft","dark check","cock","4",751.8,"YOUNG BIRD"
"2936","Marvin Powel","complex","hen","4",750.7,"YOUNG BIRD"
"2937","Marvin Powel","complex","hen","5",750.7,"YOUNG BIRD"
"2938","Marvin Powel","complex","hen","6",750.7,"YOUNG BIRD"
"2939","Fortner Loft","blue bar","cock","505",748,"YOUNG BIRD"
"2940","Marvin Powel","complex","hen","7",747.7,"YOUNG BIRD"
"2941","CAMERON POLL","complex","cock","595",744.1,"YOUNG BIRD"
"2942","SLACK LOFT","blue bar","cock","3",742.3,"YOUNG BIRD"
"2943","Leon Freeman","red check","hen","3",741.7,"YOUNG BIRD"
"2944","Rinne Loft","complex","cock","4",735.4,"YOUNG BIRD"
