"","NAME","COLOR","SEX","DISTANCE_MILES","SPEED_YPM","TYPE"
"352","Hideaway Loft","blue check","hen","4/28",1260.4,"YOUNG BIRD"
"353","Leonard Lee","blue bar","hen","37/95",1260.3,"YOUNG BIRD"
"354","Leonard Lee","blue bar","hen","38/95",1260.2,"YOUNG BIRD"
"355","Leonard Lee","blue check","hen","39/95",1260.1,"YOUNG BIRD"
"356","Leonard Lee","blue bar","hen","40/95",1259.8,"YOUNG BIRD"
"357","Leonard Lee","complex","hen","41/95",1259.8,"YOUNG BIRD"
"358","Leonard Lee","blue bar","cock","42/95",1256.4,"YOUNG BIRD"
"359","Leonard Lee","blue bar","hen","43/95",1253.2,"YOUNG BIRD"
"360","Leonard Lee","blue check","hen","44/95",1253,"YOUNG BIRD"
"361","Leonard Lee","complex","hen","45/95",1252.2,"YOUNG BIRD"
"362","Leonard Lee","blue check","hen","46/95",1248.4,"YOUNG BIRD"
"363","B Crossen /36","blue check","cock","102.039",1245.1,"YOUNG BIRD"
"364","B Crossen","blue check","hen","2/36",1245.1,"YOUNG BIRD"
"365","D J Loft  /17","dark check","hen","100.251",1241.3,"YOUNG BIRD"
"366","B Crossen","blue check","cock","3/36",1240.3,"YOUNG BIRD"
"367","Hideaway Loft","blue check","cock","5/28",1238.3,"YOUNG BIRD"
"368","Hideaway Loft","blue check","hen","6/28",1237.9,"YOUNG BIRD"
"369","Leonard Lee","blue bar","hen","47/95",1236.7,"YOUNG BIRD"
"370","Leonard Lee","blue bar","cock","48/95",1236.3,"YOUNG BIRD"
"371","Leonard Lee","blue bar","cock","49/95",1236.2,"YOUNG BIRD"
"372","Leonard Lee","blue bar","hen","50/95",1236,"YOUNG BIRD"
"373","Hideaway Loft","blue bar","hen","7/28",1234.7,"YOUNG BIRD"
"374","M Robinson","blue bar","hen","3/68",1234.2,"YOUNG BIRD"
"375","M Robinson","complex","hen","4/68",1234,"YOUNG BIRD"
"376","M Robinson","blue bar","hen","5/68",1232.7,"YOUNG BIRD"
"377","B Crossen","blue bar","cock","4/36",1231.9,"YOUNG BIRD"
"378","Leonard Lee","blue check","cock","51/95",1231.8,"YOUNG BIRD"
"379","Leonard Lee","complex","cock","52/95",1231.2,"YOUNG BIRD"
"380","Leonard Lee","complex","hen","53/95",1231,"YOUNG BIRD"
"381","Leonard Lee","blue check","cock","54/95",1231,"YOUNG BIRD"
"382","L Mikesell/24","red check","hen","101.096",1220.7,"YOUNG BIRD"
"383","Antonio Ma/23","blue bar","hen","90.935",1207.3,"YOUNG BIRD"
"384","Tipp Chaff/22","blue bar","cock","98.218",1181.7,"YOUNG BIRD"
"385","Rob Wilson/25","blue bar","cock","93.298",1147.7,"YOUNG BIRD"
"386","N Grill    /3","blue check","cock","73.787",793.4,"YOUNG BIRD"
"387","George Pro/12","blue check","cock","96.676",778.6,"YOUNG BIRD"
"388","Hideaway L/30","blue check","hen","96.957",1331.7,"YOUNG BIRD"
"389","Leonard Le/63","blue bar","cock","101.502",1329.1,"YOUNG BIRD"
"390","Leonard Lee","blue bar","hen","2/63",1329.1,"YOUNG BIRD"
"391","Leonard Lee","blue check","cock","3/63",1314.4,"YOUNG BIRD"
"392","Leonard Lee","blue check","cock","4/63",1312.5,"YOUNG BIRD"
"393","Leonard Lee","blue bar","hen","5/63",1285.7,"YOUNG BIRD"
"394","Leonard Lee","blue bar","cock","6/63",1285.4,"YOUNG BIRD"
"395","Leonard Lee","blue bar","cock","7/63",1285.3,"YOUNG BIRD"
"396","Leonard Lee","blue bar","hen","8/63",1284.8,"YOUNG BIRD"
"397","B Crossen /40","complex","cock","102.051",1276.8,"YOUNG BIRD"
"398","B Crossen","blue check","hen","2/40",1276.8,"YOUNG BIRD"
"399","B Crossen","blue bar","cock","3/40",1276.7,"YOUNG BIRD"
"400","Leonard Lee","blue bar","cock","9/63",1269,"YOUNG BIRD"
"401","Leonard Lee","blue bar","cock","10/63",1268.6,"YOUNG BIRD"
"402","D J Loft  /25","blue bar","cock","100.262",1261.6,"YOUNG BIRD"
"403","D J Loft","blue bar","hen","2/25",1260.8,"YOUNG BIRD"
"404","Leonard Lee","blue bar","cock","11/63",1259.9,"YOUNG BIRD"
"405","Hideaway Loft","blue check","cock","2/30",1255.4,"YOUNG BIRD"
"406","Hideaway Loft","blue bar","hen","3/30",1255.2,"YOUNG BIRD"
"407","Antonio Ma/23","blue bar","hen","96.154",1249.1,"YOUNG BIRD"
"408","Leonard Lee","blue bar","cock","12/63",1246.9,"YOUNG BIRD"
"409","Leonard Lee","blue bar","hen","13/63",1246.5,"YOUNG BIRD"
"410","Leonard Lee","blue bar","cock","14/63",1246.4,"YOUNG BIRD"
"411","Hideaway Loft","blue bar","hen","4/30",1239.8,"YOUNG BIRD"
"412","Hideaway Loft","blue check","cock","5/30",1239.7,"YOUNG BIRD"
"413","Hideaway Loft","complex","hen","6/30",1239.3,"YOUNG BIRD"
"414","Hideaway Loft","blue bar","cock","7/30",1239.1,"YOUNG BIRD"
"415","Leonard Lee","blue bar","hen","15/63",1236.3,"YOUNG BIRD"
"416","Hideaway Loft","blue bar","hen","8/30",1226.7,"YOUNG BIRD"
"417","Antonio Macia","blue bar","cock","2/23",1225,"YOUNG BIRD"
"418","B Crossen","blue bar","hen","4/40",1223.3,"YOUNG BIRD"
"419","B Crossen","blue bar","cock","5/40",1220.6,"YOUNG BIRD"
"420","B Crossen","blue bar","cock","6/40",1220.6,"YOUNG BIRD"
"421","B Crossen","blue bar","cock","7/40",1220.4,"YOUNG BIRD"
"422","Leonard Lee","blue check","cock","16/63",1216.6,"YOUNG BIRD"
"423","Leonard Lee","blue bar","hen","17/63",1216.3,"YOUNG BIRD"
"424","Leonard Lee","blue bar","cock","18/63",1216,"YOUNG BIRD"
"425","Leonard Lee","blue check","cock","19/63",1214.7,"YOUNG BIRD"
"426","Leonard Lee","blue check","cock","20/63",1213.9,"YOUNG BIRD"
"427","Leonard Lee","blue bar","hen","21/63",1207,"YOUNG BIRD"
"428","Hideaway Loft","red check","cock","9/30",1201.7,"YOUNG BIRD"
"429","Hideaway Loft","blue bar","hen","10/30",1200.7,"YOUNG BIRD"
"430","B Crossen","complex","cock","8/40",1199.6,"YOUNG BIRD"
"431","Antonio Macia","complex","hen","3/23",1198.2,"YOUNG BIRD"
"432","Rob Wilson/20","blue check","cock","93.305",1118.9,"YOUNG BIRD"
"433","George Pro/17","blue bar","hen","96.690",1102.2,"YOUNG BIRD"
"434","Steve Putma/1","blue bar","hen","96.805",931.5,"YOUNG BIRD"
"435","Leonard Le/50","blue bar","cock","101.496",1390.5,"YOUNG BIRD"
"436","Leonard Lee","blue bar","hen","2/50",1390.4,"YOUNG BIRD"
"437","Leonard Lee","blue bar","cock","3/50",1390.1,"YOUNG BIRD"
"438","Leonard Lee","blue bar","hen","4/50",1390,"YOUNG BIRD"
"439","Leonard Lee","blue bar","hen","5/50",1389.8,"YOUNG BIRD"
"440","Leonard Lee","blue bar","hen","6/50",1376.5,"YOUNG BIRD"
"441","Leonard Lee","blue bar","hen","7/50",1376.4,"YOUNG BIRD"
"442","Leonard Lee","blue check","cock","8/50",1375.9,"YOUNG BIRD"
"443","Leonard Lee","blue bar","hen","9/50",1375,"YOUNG BIRD"
"444","Leonard Lee","blue check","cock","10/50",1374.7,"YOUNG BIRD"
"445","Leonard Lee","blue bar","cock","11/50",1374.6,"YOUNG BIRD"
"446","Leonard Lee","blue bar","hen","12/50",1373.7,"YOUNG BIRD"
"447","B Crossen /19","blue check","cock","102.045",1294.1,"YOUNG BIRD"
"448","Rob Wilson/18","blue check","hen","93.299",1272.8,"YOUNG BIRD"
"449","Rob Wilson","blue check","cock","2/18",1268.5,"YOUNG BIRD"
"450","B Crossen","blue check","cock","2/19",1254,"YOUNG BIRD"
"451","Leonard Lee","blue bar","cock","13/50",1234.6,"YOUNG BIRD"
"452","B Crossen","blue bar","hen","3/19",1225.8,"YOUNG BIRD"
"453","Rob Wilson","blue bar","cock","3/18",1211,"YOUNG BIRD"
"454","Rob Wilson","blue bar","hen","4/18",1210.9,"YOUNG BIRD"
"455","Rob Wilson","blue bar","hen","5/18",1210.5,"YOUNG BIRD"
"456","B Crossen","blue bar","cock","4/19",1207.8,"YOUNG BIRD"
"457","Antonio Mac/8","complex","hen","96.149",1187.9,"YOUNG BIRD"
"458","B Crossen","blue bar","hen","5/19",1182.2,"YOUNG BIRD"
"459","Jones Bros/12","dark check","cock","96.447",1179.9,"YOUNG BIRD"
"460","Jones Bros Lo","blue check","hen","2/12",1179.9,"YOUNG BIRD"
"461","Antonio Macia","blue bar","hen","2/8",1171.6,"YOUNG BIRD"
"462","B Crossen","blue bar","cock","6/19",1157.8,"YOUNG BIRD"
"463","B Crossen","complex","cock","7/19",1155.6,"YOUNG BIRD"
"464","Steve Putma/6","blue bar","hen","96.799",1107.9,"YOUNG BIRD"
"465","George Pro/20","blue bar","cock","96.683",1035.3,"YOUNG BIRD"
"466","D J Loft   /1","blue bar","cock","100.256",973.3,"YOUNG BIRD"
"467","DH RUIZ LOF/5","unknown","hen","134.948",1223.3,"YOUNG BIRD"
"468","DH GLORIOSO/5","unknown","cock","150.374",1195.2,"YOUNG BIRD"
"469","DH GLORIOSOS","unknown","hen","2/5",1190.7,"YOUNG BIRD"
"470","DH D STARNE/5","unknown","cock","129.775",1181,"YOUNG BIRD"
"471","DH GARCIA L/5","unknown","cock","144.360",1177.3,"YOUNG BIRD"
"472","DH 71ST AIR/5","unknown","hen","146.821",1146.4,"YOUNG BIRD"
"473","DH HERNANDE/5","unknown","cock","127.765",1130.7,"YOUNG BIRD"
"474","DH RUIZ LOFT","unknown","hen","2/5",1126.7,"YOUNG BIRD"
"475","DH RAMIREZ /5","blue bar","hen","146.483",1115.9,"YOUNG BIRD"
"476","DH 71ST AIRBO","unknown","cock","2/5",1115,"YOUNG BIRD"
"477","DH RAMIREZ LO","complex","hen","2/5",1114.6,"YOUNG BIRD"
"478","DH FRANKIES/5","unknown","unknown","121.492",1107.9,"YOUNG BIRD"
"479","DH FLYNCIRC/5","unknown","hen","123.506",1097.7,"YOUNG BIRD"
"480","DH LOUIS LO/5","unknown","hen","150.128",1042.1,"YOUNG BIRD"
"481","DH LOUIS LOPE","unknown","cock","2/5",966.2,"YOUNG BIRD"
"482","DH D STARNES","unknown","hen","2/5",950.4,"YOUNG BIRD"
"483","DH HERNANDEZ","unknown","hen","2/5",931.3,"YOUNG BIRD"
"484","DH SAMMY BA/5","blue bar","hen","126.096",915.6,"YOUNG BIRD"
"485","DH FLYN TIG/5","unknown","hen","162.528",886.4,"YOUNG BIRD"
"486","DH FLYN CHR/5","unknown","hen","163.456",884,"YOUNG BIRD"
"487","DH SCORPION/5","unknown","hen","124.678",879.6,"YOUNG BIRD"
"488","DH STAN BEL/5","complex","cock","179.038",1121.3,"YOUNG BIRD"
"489","DH RUIZ LOF/5","blue bar","cock","177.640",1107.6,"YOUNG BIRD"
"490","DH RUIZ LOFT","blue bar","hen","2/5",1103,"YOUNG BIRD"
"491","DH RUIZ LOFT","blue bar","hen","3/5",1078.6,"YOUNG BIRD"
"492","DH SAMMY BA/5","dark check","cock","191.220",992.8,"YOUNG BIRD"
"493","DH BLUE DUC/5","unknown","hen","187.382",967.6,"YOUNG BIRD"
"494","DH BLUE DUCK","unknown","hen","2/5",965.6,"YOUNG BIRD"
"495","DH SAMMY BANK","blue bar","hen","2/5",908.2,"YOUNG BIRD"
"496","DH RUIZ LOFT","dark check","cock","4/5",843.7,"YOUNG BIRD"
"497","DH CUEVAS L/3","blue bar","hen","178.047",807.8,"YOUNG BIRD"
"498","DH FRANKIES/5","blue bar","hen","181.642",707.6,"YOUNG BIRD"
"499","DH HERNANDE/5","unknown","hen","192.334",664.5,"YOUNG BIRD"
"500","DH FRANKIES L","blue bar","hen","2/5",646.5,"YOUNG BIRD"
"501","DH GLORIOSO/5","yellow var","hen","189.740",642.3,"YOUNG BIRD"
"502","DH BERRY   /2","complex","hen","177.975",640.6,"YOUNG BIRD"
"503","DH 71ST AIR/5","unknown","cock","193.712",623.2,"YOUNG BIRD"
"504","DH D STARNE/5","complex","cock","205.116",544.7,"YOUNG BIRD"
"505","DH CUEVAS L/5","blue bar","hen","93.760",1237.5,"YOUNG BIRD"
"506","DH CUEVAS LOF","blue bar","hen","2/5",1237,"YOUNG BIRD"
"507","DH HERNADEZ/5","blue bar","cock","101.876",1234,"YOUNG BIRD"
"508","DH CAMARENA/5","blue bar","hen","100.870",1223.8,"YOUNG BIRD"
"509","DH CAMARENA L","blue bar","hen","2/5",1223.1,"YOUNG BIRD"
"510","DH CAMARENA L","blue bar","hen","3/5",1221.3,"YOUNG BIRD"
"511","DH CAMARENA L","blue bar","hen","4/5",1221.1,"YOUNG BIRD"
"512","DH SKY KING/5","unknown","cock","112.263",1206.4,"YOUNG BIRD"
"513","DH IM BACK /4","blue bar","cock","101.879",1200.8,"YOUNG BIRD"
"514","DH CUEVAS LOF","blue bar","cock","3/5",1200.6,"YOUNG BIRD"
"515","DH SKY KING L","unknown","hen","2/5",1197.6,"YOUNG BIRD"
"516","DH SAMMY BA/5","complex","cock","103.599",1194.7,"YOUNG BIRD"
"517","DH RUIZ LOF/5","blue bar","hen","96.334",1190.3,"YOUNG BIRD"
"518","DH RUIZ LOFT","blue bar","hen","2/5",1186.1,"YOUNG BIRD"
"519","DH SCORPION/5","unknown","hen","99.432",1154.9,"YOUNG BIRD"
"520","DH SCORPION L","unknown","cock","2/5",1154.2,"YOUNG BIRD"
"521","DH FRANKIES/5","unknown","cock","108.977",1148.3,"YOUNG BIRD"
"522","DH REDZONE /5","complex","cock","97.050",1128.2,"YOUNG BIRD"
"523","DH STAN BEL/5","complex","cock","86.838",1124.9,"YOUNG BIRD"
"524","DH 71ST AIR/5","unknown","hen","82.911",1114.4,"YOUNG BIRD"
"525","DH D STARNE/5","complex","cock","101.699",1089.7,"YOUNG BIRD"
"526","DH LOUIS LO/5","unknown","hen","80.955",1027.1,"YOUNG BIRD"
"527","DH GLORIOSO/5","unknown","cock","79.374",958.7,"YOUNG BIRD"
"528","Mad Maltese/5","dark check","hen","57.485",398.8,"YOUNG BIRD"
"529","DH SKY KIN/15","unknown","cock","146.813",1552.8,"YOUNG BIRD"
"530","DH TROJAN /15","unknown","hen","159.332",1551.2,"YOUNG BIRD"
"531","DH TROJAN LOF","unknown","cock","2/15",1550.7,"YOUNG BIRD"
"532","DH SAMMY B/15","unknown","cock","154.291",1550.7,"YOUNG BIRD"
"533","DH TROJAN LOF","unknown","cock","3/15",1549.7,"YOUNG BIRD"
"534","DH SKY KING L","unknown","cock","2/15",1539.5,"YOUNG BIRD"
"535","DH SKY KING L","unknown","cock","3/15",1539.1,"YOUNG BIRD"
"536","DH SCORPIO/15","unknown","cock","140.166",1535.3,"YOUNG BIRD"
"537","DH SKY KING L","unknown","hen","4/15",1517.2,"YOUNG BIRD"
"538","DH SCORPION L","unknown","hen","2/15",1516.4,"YOUNG BIRD"
"539","DH SCORPION L","unknown","hen","3/15",1510.4,"YOUNG BIRD"
"540","DH IM BACK/11","unknown","cock","176.520",1509.6,"YOUNG BIRD"
"541","DH IM BACK","unknown","cock","2/11",1509.5,"YOUNG BIRD"
"542","DH SKY KING L","unknown","hen","5/15",1504.9,"YOUNG BIRD"
"543","DH LOUIS L/15","complex","cock","146.759",1504.9,"YOUNG BIRD"
"544","DH SAMMY BANK","unknown","cock","2/15",1497.9,"YOUNG BIRD"
"545","DH SAMMY BANK","unknown","hen","3/15",1497.6,"YOUNG BIRD"
"546","DH SAMMY BANK","unknown","hen","4/15",1497.2,"YOUNG BIRD"
"547","DH LOUIS LOPE","unknown","cock","2/15",1496.7,"YOUNG BIRD"
"548","DH SCORPION L","unknown","hen","4/15",1489.8,"YOUNG BIRD"
"549","DH TROJAN LOF","unknown","hen","4/15",1489,"YOUNG BIRD"
"550","DH SKY KING L","unknown","hen","6/15",1486.6,"YOUNG BIRD"
"551","DH SKY KING L","unknown","cock","7/15",1485.8,"YOUNG BIRD"
"552","DH CUEVAS L/8","unknown","hen","168.797",1481.3,"YOUNG BIRD"
"553","DH CUEVAS LOF","unknown","hen","2/8",1481.1,"YOUNG BIRD"
"554","DH CUEVAS LOF","unknown","hen","3/8",1480.7,"YOUNG BIRD"
"555","DH SKY KING L","unknown","cock","8/15",1475.5,"YOUNG BIRD"
"556","DH SAMMY BANK","unknown","hen","5/15",1465.5,"YOUNG BIRD"
"557","DH MONTAGN/15","unknown","cock","144.207",1458.4,"YOUNG BIRD"
"558","DH STAN BE/15","unknown","hen","169.398",1413.5,"YOUNG BIRD"
"559","DH JULIAN C/8","blue bar","hen","160.915",1303.4,"YOUNG BIRD"
"560","DH 71ST AIR/7","unknown","hen","155.860",1256.1,"YOUNG BIRD"
"561","DH SKY KIN/15","unknown","cock","121.174",1496.4,"YOUNG BIRD"
"562","DH SKY KING L","unknown","hen","2/15",1496.3,"YOUNG BIRD"
"563","DH SKY KING L","unknown","hen","3/15",1496.1,"YOUNG BIRD"
"564","DH SKY KING L","unknown","cock","4/15",1495.4,"YOUNG BIRD"
"565","DH SKY KING L","unknown","cock","5/15",1492.6,"YOUNG BIRD"
"566","DH SKY KING L","unknown","hen","6/15",1445.7,"YOUNG BIRD"
"567","DH SKY KING L","unknown","cock","7/15",1445.4,"YOUNG BIRD"
"568","DH MONTAGN/15","unknown","hen","150.943",1431,"YOUNG BIRD"
"569","DH LOUIS L/15","unknown","cock","153.414",1430.9,"YOUNG BIRD"
"570","DH MONTAGNO 7","unknown","cock","2/15",1430.8,"YOUNG BIRD"
"571","DH MONTAGNO 7","unknown","cock","3/15",1430.5,"YOUNG BIRD"
"572","DH MONTAGNO 7","unknown","cock","4/15",1430.5,"YOUNG BIRD"
"573","DH MONTAGNO 7","unknown","cock","5/15",1430.5,"YOUNG BIRD"
"574","DH MONTAGNO 7","unknown","hen","6/15",1430.3,"YOUNG BIRD"
"575","DH FLYNCIR/15","blue check","cock","118.137",1427.2,"YOUNG BIRD"
"576","DH FLYNCIRCUS","blue check","cock","2/15",1426.9,"YOUNG BIRD"
"577","DH FLYNCIRCUS","complex","hen","3/15",1426.6,"YOUNG BIRD"
"578","DH FLYNCIRCUS","blue bar","cock","4/15",1424,"YOUNG BIRD"
"579","DH SKY KING L","unknown","cock","8/15",1417.5,"YOUNG BIRD"
"580","DH D STARNE/7","unknown","cock","133.059",1408.9,"YOUNG BIRD"
"581","DH SKY KING L","unknown","hen","9/15",1405.2,"YOUNG BIRD"
"582","DH SKY KING L","unknown","cock","10/15",1388.8,"YOUNG BIRD"
"583","DH D STARNES","unknown","hen","2/7",1382.8,"YOUNG BIRD"
"584","DH STAN BE/12","unknown","cock","147.538",1379.2,"YOUNG BIRD"
"585","DH MONTAGNO 7","unknown","cock","7/15",1378.5,"YOUNG BIRD"
"586","DH MONTAGNO 7","unknown","hen","8/15",1376.8,"YOUNG BIRD"
"587","DH SAMMY B/15","unknown","hen","129.373",1375.8,"YOUNG BIRD"
"588","DH MONTAGNO 7","unknown","cock","9/15",1354.7,"YOUNG BIRD"
"589","DH MONTAGNO 7","unknown","hen","10/15",1352.4,"YOUNG BIRD"
"590","DH SCORPIO/15","unknown","cock","135.570",1330.5,"YOUNG BIRD"
"591","DH 71ST AIR/8","blue bar","cock","150.100",1294.7,"YOUNG BIRD"
"592","DH TROJAN /15","unknown","cock","125.245",1250.8,"YOUNG BIRD"
"593","DH BIG DAD/11","unknown","hen","119.189",1168.2,"YOUNG BIRD"
"594","Mike Strev/14","blue check","cock","154.564",1129.6,"YOUNG BIRD"
"595","Mike Strevel","blue bar","cock","2/14",1129.3,"YOUNG BIRD"
"596","Dr Lee Nel/18","blue check","hen","157.706",1076.5,"YOUNG BIRD"
"597","Mike Skursk/8","blue bar","cock","168.922",1070.6,"YOUNG BIRD"
"598","COLUMBA LIV/2","complex","hen","142.398",1060,"YOUNG BIRD"
"599","Jerry King /6","blue check","cock","148.213",1056.7,"YOUNG BIRD"
"600","GARCIA LOFT/6","blue bar","cock","147.799",1043.1,"YOUNG BIRD"
"601","Terry Dry /16","complex","cock","162.230",1042.4,"YOUNG BIRD"
"602","Mike Skurski","blue bar","cock","2/8",1011.4,"YOUNG BIRD"
"603","Mike Strevel","blue bar","cock","3/14",1010.5,"YOUNG BIRD"
"604","Dr Lee Nelson","blue check","hen","2/18",996.9,"YOUNG BIRD"
"605","Dr Lee Nelson","blue check","hen","3/18",996.7,"YOUNG BIRD"
"606","LOS LUNA L/23","blue bar","hen","122.757",991.5,"YOUNG BIRD"
"607","Mike Skurski","blue check","cock","3/8",989.8,"YOUNG BIRD"
"608","LOS LUNA LOFT","blue bar","cock","2/23",986.3,"YOUNG BIRD"
"609","Dr Lee Nelson","blue bar","hen","4/18",985.5,"YOUNG BIRD"
"610","SEND AN AC/54","complex","hen","114.121",984.9,"YOUNG BIRD"
"611","LOS LUNA LOFT","complex","cock","3/23",983.7,"YOUNG BIRD"
"612","SEND AN ACE","complex","hen","2/54",983,"YOUNG BIRD"
"613","LOS LUNA LOFT","complex","cock","4/23",982.8,"YOUNG BIRD"
"614","SEND AN ACE","blue bar","cock","3/54",982,"YOUNG BIRD"
"615","Lews Loft  /9","blue bar","cock","164.526",981.7,"YOUNG BIRD"
"616","IBUKI BROS/23","blue bar","hen","126.131",981.2,"YOUNG BIRD"
"617","Lews Loft","blue bar","cock","2/9",981.2,"YOUNG BIRD"
"618","Jerry King","blue bar","cock","2/6",980.6,"YOUNG BIRD"
"619","Dr Lee Nelson","blue check","hen","5/18",979.9,"YOUNG BIRD"
"620","Guerrero L/10","blue bar","cock","150.250",972,"YOUNG BIRD"
"621","FLORIN POT/39","complex","hen","116.266",969.5,"YOUNG BIRD"
"622","FLORIN POTRA","blue bar","cock","2/39",969.1,"YOUNG BIRD"
"623","FLORIN POTRA","complex","cock","3/39",968.6,"YOUNG BIRD"
"624","FLORIN POTRA","complex","cock","4/39",967.7,"YOUNG BIRD"
"625","FLORIN POTRA","complex","hen","5/39",967,"YOUNG BIRD"
"626","FLORIN POTRA","complex","cock","6/39",966.2,"YOUNG BIRD"
"627","FLORIN POTRA","complex","hen","7/39",966.1,"YOUNG BIRD"
"628","FLORIN POTRA","blue bar","hen","8/39",965.9,"YOUNG BIRD"
"629","FLORIN POTRA","complex","hen","9/39",965.8,"YOUNG BIRD"
"630","FLORIN POTRA","complex","hen","10/39",965.6,"YOUNG BIRD"
"631","FLORIN POTRA","complex","cock","11/39",965.5,"YOUNG BIRD"
"632","FLORIN POTRA","black","cock","12/39",965.4,"YOUNG BIRD"
"633","FLORIN POTRA","complex","hen","13/39",965.2,"YOUNG BIRD"
"634","FLORIN POTRA","red check","cock","14/39",965.2,"YOUNG BIRD"
"635","Terry Dry","complex","cock","2/16",964.8,"YOUNG BIRD"
"636","Terry Dry","blue bar","cock","3/16",964.4,"YOUNG BIRD"
"637","FLORIN POTRA","complex","hen","15/39",963.1,"YOUNG BIRD"
"638","Terry Dry","dark check","cock","4/16",958.2,"YOUNG BIRD"
"639","Guerrero Loft","dark check","hen","2/10",957.9,"YOUNG BIRD"
"640","STEVE LESL/32","complex","hen","105.648",957.4,"YOUNG BIRD"
"641","Guerrero Loft","blue bar","hen","3/10",957.1,"YOUNG BIRD"
"642","BRUCE GORD/27","complex","hen","109.485",952.3,"YOUNG BIRD"
"643","BRUCE GORDON","complex","hen","2/27",952.2,"YOUNG BIRD"
"644","BRUCE GORDON","complex","cock","3/27",952.1,"YOUNG BIRD"
"645","LOS LUNA LOFT","complex","cock","5/23",950.7,"YOUNG BIRD"
"646","LOS LUNA LOFT","dark check","cock","6/23",950.5,"YOUNG BIRD"
"647","Jack Chavi/11","complex","hen","109.549",950.5,"YOUNG BIRD"
"648","FLORIN POTRA","complex","hen","16/39",949,"YOUNG BIRD"
"649","FLORIN POTRA","complex","cock","17/39",948.3,"YOUNG BIRD"
"650","FLORIN POTRA","complex","cock","18/39",948,"YOUNG BIRD"
"651","Guerrero Loft","blue bar","hen","4/10",945.2,"YOUNG BIRD"
"652","IBUKI BROS","complex","hen","2/23",944.6,"YOUNG BIRD"
"653","Guerrero Loft","blue check","hen","5/10",944.1,"YOUNG BIRD"
"654","Guerrero Loft","blue check","hen","6/10",938.6,"YOUNG BIRD"
"655","KARL WOHLM/25","complex","hen","105.448",936.9,"YOUNG BIRD"
"656","KARL WOHLMACH","complex","cock","2/25",936.8,"YOUNG BIRD"
"657","KARL WOHLMACH","dark check","hen","3/25",936.8,"YOUNG BIRD"
"658","KARL WOHLMACH","complex","hen","4/25",936.6,"YOUNG BIRD"
"659","Mike Strevel","blue bar","cock","4/14",931.7,"YOUNG BIRD"
"660","Dr Lee Nelson","blue bar","hen","6/18",930.5,"YOUNG BIRD"
"661","Terry Dry","blue bar","cock","5/16",927.5,"YOUNG BIRD"
"662","BOB GLASS /28","blue bar","cock","112.818",924,"YOUNG BIRD"
"663","BOB GLASS","complex","cock","2/28",923.9,"YOUNG BIRD"
"664","Mike Skurski","blue bar","cock","4/8",920.2,"YOUNG BIRD"
"665","DAVE SKURS/44","blue bar","hen","114.769",919.5,"YOUNG BIRD"
"666","KARL WOHLMACH","complex","hen","5/25",919.1,"YOUNG BIRD"
"667","KARL WOHLMACH","complex","hen","6/25",919.1,"YOUNG BIRD"
"668","LOS LUNA LOFT","complex","cock","7/23",918.5,"YOUNG BIRD"
"669","Jack Chavis","complex","cock","2/11",916.7,"YOUNG BIRD"
"670","BOB GLASS","complex","hen","3/28",911.7,"YOUNG BIRD"
"671","GARCIA LOFT","complex","cock","2/6",911.4,"YOUNG BIRD"
"672","Guerrero Loft","blue bar","cock","7/10",911.3,"YOUNG BIRD"
"673","Smith Loft/15","complex","cock","103.666",905.9,"YOUNG BIRD"
"674","Smith Loft","complex","hen","2/15",905.8,"YOUNG BIRD"
"675","SANTUARIO L/5","complex","cock","115.415",903.9,"YOUNG BIRD"
"676","IBUKI BROS","complex","cock","3/23",902,"YOUNG BIRD"
"677","Dr Lee Nelson","blue bar","hen","7/18",894.2,"YOUNG BIRD"
"678","Dr Lee Nelson","blue check","hen","8/18",894,"YOUNG BIRD"
"679","Lews Loft","complex","cock","3/9",893.3,"YOUNG BIRD"
"680","SEND AN ACE","complex","cock","4/54",886.8,"YOUNG BIRD"
"681","LOS LUNA LOFT","blue bar","cock","8/23",879.9,"YOUNG BIRD"
